Current projects as at 31 March 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring Authority,Sector,Region,Project Status,Date of OJEU,Date of Prefered Bidder,Date of Financial Close,Date of Construction Completion,First Date of Operations,Operational Period of Contract (years),On/Off Balance Sheet under IFRS,On/Off Balance Sheet under ESA ,On/Off Balance Sheet under UK GAAP,Capital Value (£m),Unitary Charge Payment 1992-93 (£m),Unitary Charge Payment 1993-94 (£m),Unitary Charge Payment 1994-95 (£m),Unitary Charge Payment 1995-96 (£m),Unitary Charge Payment 1996-97 (£m),Unitary Charge Payment 1997-98 (£m),Unitary Charge Payment 1998-99 (£m),Unitary Charge Payment 1999-00 (£m),Unitary Charge Payment 2000-01 (£m),Unitary Charge Payment 2001-02 (£m),Unitary Charge Payment 2002-03 (£m),Unitary Charge Payment 2003-04 (£m),Unitary Charge Payment 2004-05 (£m),Unitary Charge Payment 2005-06 (£m),Unitary Charge Payment 2006-07 (£m),Unitary Charge Payment 2007-08 (£m),Unitary Charge Payment 2008-09 (£m),Unitary Charge Payment 2009-10 (£m),Unitary Charge Payment 2010-11 (£m),Unitary Charge Payment 2011-12 (£m),Unitary Charge Payment 2012-13 (£m),Unitary Charge Payment 2013-14 (£m),Unitary Charge Payment 2014-15 (£m), Unitary Charge Payment 2015-16 (£m),Estimated Unitary Charge Payment 2016-17 (£m),Estimated Unitary Charge Payment 2017-18 (£m),Estimated Unitary Charge Payment 2018-19 (£m),Estimated Unitary Charge Payment 2019-20 (£m),Estimated Unitary Charge Payment 2020-21 (£m),Estimated Unitary Charge Payment 2021-22 (£m),Estimated Unitary Charge Payment 2022-23 (£m),Estimated Unitary Charge Payment 2023-24 (£m),Estimated Unitary Charge Payment 2024-25 (£m),Estimated Unitary Charge Payment 2025-26 (£m),Estimated Unitary Charge Payment 2026-27 (£m),Estimated Unitary Charge Payment 2027-28 (£m),Estimated Unitary Charge Payment 2028-29 (£m),Estimated Unitary Charge Payment 2029-30 (£m),Estimated Unitary Charge Payment 2030-31 (£m),Estimated Unitary Charge Payment 2031-32 (£m),Estimated Unitary Charge Payment 2032-33 (£m),Estimated Unitary Charge Payment 2033-34 (£m),Estimated Unitary Charge Payment 2034-35 (£m),Estimated Unitary Charge Payment 2035-36 (£m),Estimated Unitary Charge Payment 2036-37 (£m),Estimated Unitary Charge Payment 2037-38 (£m),Estimated Unitary Charge Payment 2038-39 (£m),Estimated Unitary Charge Payment 2039-40 (£m),Estimated Unitary Charge Payment 2040-41 (£m),Estimated Unitary Charge Payment 2041-42 (£m),Estimated Unitary Charge Payment 2042-43 (£m),Estimated Unitary Charge Payment 2043-44 (£m),Estimated Unitary Charge Payment 2044-45 (£m),Estimated Unitary Charge Payment 2045-46 (£m),Estimated Unitary Charge Payment 2046-47 (£m),Estimated Unitary Charge Payment 2047-48 (£m),Estimated Unitary Charge Payment 2048-49 (£m),Estimated Unitary Charge Payment 2049-50 (£m),Estimated Unitary Charge Payment 2050-51 (£m),Estimated Unitary Charge Payment 2051-52 (£m),Estimated Unitary Charge Payment 2052-53 (£m),Estimated Unitary Charge Payment 2053-54 (£m),Estimated Unitary Charge Payment 2054-55 (£m),Estimated Unitary Charge Payment 2055-56 (£m),Estimated Unitary Charge Payment 2056-57 (£m),Estimated Unitary Charge Payment 2057-58 (£m),Estimated Unitary Charge Payment 2058-59 (£m),Estimated Unitary Charge Payment 2059-60 (£m),Equity Holder 1: Name,Equity Holder 1: Equity Share (%),Equity Holder 2: Name,Equity Holder 2: Equity Share (%),Equity Holder 3: Name,Equity Holder 3: Equity Share (%),Equity Holder 4: Name,Equity Holder 4: Equity Share (%),Equity Holder 5: Name,Equity Holder 5: Equity Share (%),Equity Holder 6: Name,Equity Holder 6: Equity Share (%) ,SPV Name,SPV Company Number,SPV Address
26,Chapel-en-le-Frith and Tupton Hall Secondary Schools,Department for Education,Derbyshire,Schools (Non-BSF),ENGLAND_East Midlands,InOperation,26-05-2000,Data not provided,01-03-2001,25-12-2005,25-12-2006,26,Data not provided,Data not provided,Data not provided,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.1,4.2,4.2,4.2,4.3,4.3,4.3,4.4,4.8,4.9,4.5,4.5,4.6,4.6,4.7,4.7,4.8,4.8,4.9,4.9,4.9,5.0,5.0,5.1,5.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Axa IM,100.0,,,,,,,,,,,Derbyshire Schools Ltd,Data not provided,Two London Bridge
27,Derbyshire County Council - Reconfiguration of Long Eaton & Newbold Schools,Department for Education,Derbyshire,Schools (Non-BSF),ENGLAND_East Midlands,InOperation,26-05-2000,Data not provided,06-08-2004,25-12-2005,25-12-2006,26,Data not provided,Data not provided,Data not provided,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.5,4.5,4.6,4.6,4.6,4.7,4.6,5.1,4.9,4.9,5.0,5.0,5.1,5.1,5.1,5.2,5.2,5.3,5.3,5.4,5.4,5.5,5.5,5.6,5.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sumitomo Mitsui BaData not provided ing Corporation Europe Limited,100.0,,,,,,,,,,,Derbyshire Schools Phase Two Ltd,6745576,Two London Bridge
28,Devon County Council - Exeter Group Schools PFI Project,Department for Education,Devon,Schools (Non-BSF),ENGLAND_South West,InOperation,11-09-2002,12-09-2002,26-03-2004,Data not provided,Data not provided,28,Data not provided,Data not provided,Data not provided,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,10.3,12.9,12.9,12.8,13.0,12.9,12.8,12.9,12.8,12.7,12.8,12.7,12.6,12.7,12.6,12.5,12.4,12.3,12.2,12.3,12.1,11.9,11.7,11.9,11.9,11.5,11.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Innisfree,100.0,,,,,,,,,,,Data not provided,Data not provided,Data not provided
29,Doncaster Schools PFI Project - Edington and Mexborough,Department for Education,Doncaster,Schools (Non-BSF),ENGLAND_Yorkshire and the Humber,InOperation,27-09-2005,Data not provided,01-05-2007,31-10-2008,01-11-2008,25,Data not provided,Data not provided,Data not provided,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.8,5.9,6.0,6.1,6.2,6.3,6.3,6.4,6.5,6.5,6.6,6.7,6.8,6.9,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vinci Pension Fund,100.0,,,,,,,,,,,Doncaster School Solutions,6011444,Astral House
30,Sir John Colfax County Secondary School,Department for Education,Dorset,Schools (Non-BSF),ENGLAND_South West,InOperation,01-07-1996,02-07-1996,18-11-1997,Data not provided,Data not provided,30,Data not provided,Data not provided,Data not provided,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.2,2.3,2.3,2.4,2.4,2.4,2.5,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.9,2.9,3.0,3.0,3.1,3.1,3.2,3.2,3.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Johnson Workplace Management Group,100.0,,,,,,,,,,,Data not provided,Data not provided,Data not provided
32,Paragon Project,Department for Education,Dudley,Schools (Non-BSF),ENGLAND_West Midlands,InOperation,06-10-2000,07-10-2000,30-01-2002,Data not provided,Data not provided,27,Data not provided,Data not provided,Data not provided,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.2,2.3,2.4,2.5,2.6,2.6,2.7,2.7,2.8,2.8,2.9,3.0,3.0,3.1,3.1,3.2,3.3,3.3,3.4,3.5,3.6,3.6,3.7,3.8,3.9,3.9,4.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays Private Equity,100.0,,,,,,,,,,,Data not provided,Data not provided,Data not provided
33,Bridlington Group Schools Project,Department for Education,East Riding of Yorkshire,Schools (Non-BSF),ENGLAND_Yorkshire and the Humber,InOperation,14-01-1999,16-12-1999,20-12-2000,18-03-2003,29-04-2003,25,Data not provided,Data not provided,Data not provided,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.9,4.0,4.2,4.1,4.6,4.4,4.5,4.9,5.0,5.1,5.2,5.1,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.4,6.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Semperian PPP Investment Partners GP,100.0,,,,,,,,,,,Bridlington Schools Services Limited,4000833,Third Floor Broad Quay House Prince Street Bristol BS1 4DJ
34,Calderdale Five Schools Project,Department for Education,Calderdale,Schools (Non-BSF),ENGLAND_East,InOperation,31-08-2001,01-09-2001,02-07-2003,Data not provided,Data not provided,27,Data not provided,Data not provided,Data not provided,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,6.3,7.2,6.9,6.9,6.9,7.0,7.0,7.1,7.1,7.2,7.2,7.3,7.3,7.4,7.4,7.5,7.6,7.6,7.7,7.7,7.8,7.9,7.9,8.0,8.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PFI Holdings Partners LP,50.0,BOUYGUES (U.K.) LIMITED,25.0,ECOVERT FM LIMITED,25.0,,,,,,,Data not provided,Data not provided,Data not provided
35,Essex County Council - Clacton-On-Sea Secondary Schools & Joint Service Centres PFI,Department for Education,Essex,Schools (Non-BSF),ENGLAND_East,InOperation,01-01-2002,Data not provided,01-11-2003,20-03-2005,20-03-2005,32,Data not provided,Data not provided,Data not provided,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,5.0,5.4,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.7,5.7,5.7,5.7,5.8,5.8,5.8,5.8,5.8,5.9,5.9,5.9,5.9,6.0,6.1,6.2,6.3,6.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Innisfree PFI Fund III,100.0,,,,,,,,,,,QED (Clacton) Ltd,4764331,"8 White Oak Square,London Rd, Swanley, Kent,BR8 7AG"
36,Debden Park High School,Department for Education,Essex,Schools (Non-BSF),ENGLAND_East,InOperation,10-11-1997,Data not provided,31-03-2000,14-08-2001,14-08-2001,25,Data not provided,Data not provided,Data not provided,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.9,1.9,2.0,2.1,2.1,2.2,2.3,2.4,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.1,3.1,3.2,3.3,3.4,3.5,3.7,3.8,3.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Semperian PPP Investment Partners GP,100.0,,,,,,,,,,,Debden Schools Services Ltd,3924110,"Frogmore Park, Watton-at-Stone, Hertfordshire,SG14 3RU"
37,Gateshead Schools PFI,Department for Education,Gateshead,Schools (Non-BSF),ENGLAND_North East,InOperation,07-05-2004,Data not provided,23-02-2006,04-08-2008,13-04-2007,25,Data not provided,Data not provided,Data not provided,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.9,7.4,7.5,7.5,7.6,7.7,7.7,7.8,7.9,7.9,8.0,8.1,8.1,8.2,8.3,8.4,8.5,8.5,8.6,8.7,8.8,8.9,9.0,9.1,9.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sir Robert McAlpine Capital Ventures Limited,100.0,,,,,,,,,,,Pinnacle Schools (Gateshead) Limited,5430208,Eaton Court
38,Haringey Group Schools Projects,Department for Education,Haringey,Schools (Non-BSF),ENGLAND_London,InOperation,10-09-1998,11-09-1998,02-10-2000,Data not provided,Data not provided,22,Data not provided,Data not provided,Data not provided,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,4.0,5.4,9.7,10.2,10.6,10.9,11.1,11.4,11.7,12.0,12.3,12.6,12.9,13.2,13.6,13.9,14.3,14.6,15.0,15.4,15.7,16.1,16.5,16.9,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Semperian PPP Investment Partners GP,100.0,,,,,,,,,,,Data not provided,Data not provided,Data not provided
39,Harrow Special Schools Project,Department for Education,Harrow,Schools (Non-BSF),ENGLAND_London,InOperation,01-02-2002,Data not provided,02-09-2003,25-12-2004,25-12-2005,30,Data not provided,Data not provided,Data not provided,70.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,1.5,2.1,2.1,2.2,2.2,2.2,2.2,2.3,2.3,2.5,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.6,2.7,2.7,2.7,2.8,2.8,2.9,2.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIF Infrastructure II UK Limited,100.0,,,,,,,,,,,Data not provided,Data not provided,Data not provided
40,Whitecross High School,Department for Education,Herefordshire,Schools (Non-BSF),ENGLAND_West Midlands,InOperation,01-10-2002,Data not provided,01-01-2005,04-06-2006,05-06-2006,25,Data not provided,Data not provided,Data not provided,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.3,3.3,3.3,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stepnell Limited,10.0,Barclays Private Equity,90.0,,,,,,,,,Whitecross@stepnell Limited,5149681,Stepnell House
41,Kent Group Schools PFI,Department for Education,Kent,Data not provided,ENGLAND_South East,InOperation,18-11-2003,Data not provided,07-10-2005,31-10-2006,31-10-2006,28,ON,Data not provided,ON,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,8.5,10.9,11.0,11.1,11.3,11.4,11.5,12.3,12.4,12.8,13.0,13.3,13.6,13.8,14.1,14.4,14.7,15.0,15.3,15.6,15.9,16.2,16.5,16.9,17.2,17.5,17.9,18.2,18.6,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bilfinger Berger Pi,50.0,Infrastructure Investment Holdings Limited (50%),50.0,,,,,,,,,Kent Education Partnership,5480731,Bilfinger Berger Project Investments Limited 3rd floor Braywick Road Maidenhead Berks SL6 1DA
42,BSF wave 3,Department for Education,Kent,Schools (BSF),ENGLAND_South East,InOperation,01-06-2005,01-12-2006,24-10-2008,14-07-2010,14-07-2010,25,ON,Data not provided,ON,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,9.0,9.0,9.1,9.4,9.4,9.8,10.0,10.2,10.4,10.6,10.8,11.0,11.2,11.5,11.7,11.9,12.2,12.4,12.7,12.9,13.2,13.4,13.7,14.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amber Infrastructure,58.0,Kent County Council,42.0,,,,,,,,,Amber Infrastructure,6523340,Kent PFI Company Ltd 2 London Bridge Road London SE1 9RA
43,Swanscombe Community Schools,Department for Education,Kent,Data not provided,ENGLAND_South East,InOperation,07-04-1999,Data not provided,24-05-2001,02-10-2002,02-10-2002,25,ON,Data not provided,ON,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.1,2.1,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.6,2.7,2.8,2.9,2.9,3.0,3.0,3.1,3.2,3.2,3.3,3.4,3.4,3.5,3.6,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Innisfree Limited,100.0,,,,,,,,,,,NewSchools Swanscombe Limted,4167465,NewSchools Swanscombe Ltd 8 White Oak Square London Road Swanley BR8 7AG
44,Victoria Dock Primary School,Department for Education,Hull,Schools (Non-BSF),ENGLAND_Yorkshire and the Humber,InOperation,01-03-1997,Data not provided,01-07-1998,Data not provided,Data not provided,25,Data not provided,Data not provided,Data not provided,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.4,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sewells,100.0,,,,,,,,,,,Victoria Dock Primary School (PFI) Ltd,3452963,"Geneva Way, Leads Road, Hull HU7 0DG"
45,Kirklees Group Schools Project,Department for Education,Kirklees,Schools (Non-BSF),ENGLAND_Yorkshire and the Humber,InOperation,01-03-1999,Data not provided,30-03-2001,25-12-2002,25-12-2003,32,Data not provided,Data not provided,Data not provided,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,7.3,9.0,9.0,12.7,12.2,14.0,14.0,15.3,15.3,14.7,14.1,14.2,14.2,14.5,14.7,15.0,15.3,15.7,16.0,16.3,16.7,17.1,17.5,17.9,18.3,18.7,19.1,19.6,20.0,20.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Semperian PPP Investment Partners GP,90.0,Kirklees Council,10.0,,,,,,,,,Kirklees School Services Limited,1000099,Kirklees Schools Services LimitedThird Floor Broad Quay House
46,Kirklees Special Schools ReOrganisation,Department for Education,Kirklees,Schools (Non-BSF),ENGLAND_Yorkshire and the Humber,InOperation,11-04-2002,Data not provided,01-03-2005,25-12-2006,25-12-2007,25,Data not provided,Data not provided,Data not provided,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.8,2.9,2.8,2.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grosvenor House Group PLC,86.0,Kirklees Council,14.0,,,,,,,,,QED (KMC) limited,5322398,QED (KMC) Ltd4 GreengateCardale ParkHarrogateNorth YorkshireHG3 1GY
47,Knowsley BSF,Department for Education,Knowsley,Schools (BSF),ENGLAND_North West,InOperation,01-04-2005,22-02-2006,13-12-2007,25-12-2008,25-12-2009,25,Data not provided,Data not provided,Data not provided,180.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.6,19.9,20.1,21.6,22.7,23.5,23.7,23.9,24.1,24.3,24.5,24.7,24.9,25.2,25.4,25.6,25.9,26.1,26.4,26.7,26.9,27.2,27.5,27.8,28.1,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dalmore Capital Limited,100.0,,,,,,,,,,,Transform Schools (Knowsley) Ltd,6261520,8 White Oak Square
48,BSF Wave 1,Department for Education,Leeds,Schools (BSF),ENGLAND_Yorkshire and the Humber,InOperation,01-03-2004,01-08-2005,13-03-2008,25-12-2008,27-08-2009,25,ON,OFF,Data not provided,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.8,3.8,3.8,3.9,3.9,4.0,4.0,4.1,4.1,4.1,4.2,4.2,4.3,4.4,4.4,4.5,4.5,4.6,4.6,4.7,4.8,4.8,4.9,4.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSF Investments LLP,18.0,Interseve 2005 PFI,36.0,Investments in education Ltd,36.0,Leeds LEP Ltd,10.0,,,,,Leeds PFI Two Ltd,6504240,"Interserve House, Ruscombe Park, Twyford,"
49,Lancashire - BSF Phase 1,Department for Education,Knowsley,Schools (BSF),ENGLAND_North West,InOperation,01-04-2005,22-02-2006,13-12-2007,25-12-2008,25-12-2009,25,Data not provided,Data not provided,Data not provided,180.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.6,19.9,20.1,21.6,22.7,23.5,23.7,23.9,24.1,24.3,24.5,24.7,24.9,25.2,25.4,25.6,25.9,26.1,26.4,26.7,26.9,27.2,27.5,27.8,28.1,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bovis,40.0,Halifax BaData not provided  of Scotland,40.0,Lancashire County Council,1.0,Amber Infrastructure,19.0,,,,,Lancashire Schools SPC Phase 1 Limited,5976818,3rd Floor
50,Fleetwood High School,Department for Education,Lancashire,Schools (Non-BSF),ENGLAND_North West,InOperation,01-04-1999,Data not provided,31-03-2001,25-12-2002,25-12-2003,25,Data not provided,Data not provided,Data not provided,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2.0,2.0,2.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric Wright Group Ltd,100.0,,,,,,,,,,,Data not provided,Data not provided,Data not provided
51,BSF Wave 1 - Phase 1,Department for Education,Leeds,Schools (BSF),ENGLAND_Yorkshire and the Humber,InOperation,01-03-2004,01-08-2005,03-04-2007,25-12-2007,27-08-2008,26,ON,OFF,Data not provided,113.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,12.9,13.0,13.2,13.3,13.5,13.6,13.8,13.9,14.1,14.3,14.4,14.6,14.8,15.0,15.2,15.4,15.6,15.8,16.0,16.2,16.4,16.6,16.8,17.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSF Investments LLP,18.0,Interserve 2005 PFI,36.0,Investments in education Ltd,36.0,Leeds LEP Ltd,10.0,,,,,Leeds PFI One Ltd,6145196,Interserve House
52,BSF Wave 1,Department for Education,Lancashire,Schools (BSF),ENGLAND_North West,InOperation,01-04-2005,22-02-2006,14-12-2007,25-12-2008,25-12-2009,26,Data not provided,Data not provided,Data not provided,39.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,4.7,4.8,4.8,4.9,4.9,5.0,5.0,5.1,5.1,5.2,5.3,5.3,5.4,5.4,5.5,5.6,5.6,5.7,5.8,5.9,5.9,6.0,6.1,6.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bovis,40.0,Halifax Bank of Scotland,40.0,Lancashire County Council,20.0,,,,,,,Lancashire Schools SPC Phase 2,6338755,"3rd Floor, The Venus, 1 Old Park Lane, Trafford, Manchester, M41 7HG"
